instance,p,n,configLB,configNodeSel,configOB,configValSplit,solved,YN,cpuTotal,nbLpSolved,cpuInitialization,cpuCplex,cpuUpdatePolyhedron,nbNodes,minDepth,maxDepth,avgDepth,nbFathomedInfeas,nbFathomedOptimality,nbFathomedDominance,cpuDominanceTest,cpuUbUpdate,cpuLbComputation,cpuComputeOb,cpuVarSel,cpuNodeSel,cpuLbCopy
Kirlik14-ILP_p-3_n-20_m-10_ins-10.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,31,17.9948,123941,0.0019962,15.8982,1.22898,5675,4,30,17.364,1946,45,847,0.0041098,0.0169923,17.5256,0.0008112,0.307668,0.0014647,0.278472
Kirlik14-ILP_p-3_n-20_m-10_ins-2.dat,3,20,WLP,breadth,noOB,med2,1,18,5.92251,43263,0.0037503,5.123,0.36818,4701,3,24,15.6117,1627,20,704,0.0019975,0.0060781,5.72093,0.0005619,0.126713,0.0008626,0.111211
Kirlik14-ILP_p-3_n-20_m-10_ins-2.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,18,5.57599,38290,0.0019019,4.78222,0.410409,4045,3,26,16.5264,1389,24,610,0.0019406,0.0054159,5.39384,0.0004933,0.113684,0.0007505,0.101134
Kirlik14-ILP_p-3_n-20_m-10_ins-3.dat,3,20,WLP,breadth,noOB,med2,1,141,24.421,165680,0.0020108,21.01,1.74835,16595,4,33,18.2373,6247,190,1861,0.0227255,0.0291277,23.5881,0.002051,0.511076,0.0033786,0.436282
Kirlik14-ILP_p-3_n-20_m-10_ins-3.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,141,20.1694,137590,0.003258,17.4677,1.44773,11861,2,34,20.1465,4060,211,1660,0.0201331,0.0239962,19.538,0.0015605,0.385622,0.0024227,0.344538
Kirlik14-ILP_p-3_n-20_m-10_ins-4.dat,3,20,WLP,breadth,noOB,med2,1,26,3.10824,19538,0.0029422,2.69952,0.192861,2441,1,26,17.3382,968,46,207,0.0008593,0.0030314,3.00863,0.0002849,0.0606323,0.0004105,0.0521516
Kirlik14-ILP_p-3_n-20_m-10_ins-4.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,26,2.61047,18744,0.0032122,2.2491,0.160777,2175,1,27,17.8998,855,43,190,0.0007479,0.0027843,2.51661,0.0002557,0.0568949,0.000377,0.0504039
Kirlik14-ILP_p-3_n-20_m-10_ins-5.dat,3,20,WLP,breadth,noOB,med2,1,7,1.94751,12409,0.0019622,1.72527,0.101569,1361,2,25,13.7915,479,12,190,0.0003424,0.0013567,1.89775,0.0001904,0.0287798,0.0002598,0.0245542
Kirlik14-ILP_p-3_n-20_m-10_ins-5.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,7,1.99859,14472,0.0018734,1.74929,0.11055,1523,2,24,13.5604,507,12,243,0.0003825,0.0015684,1.93854,0.000219,0.0320147,0.0002588,0.0277373
Kirlik14-ILP_p-3_n-20_m-10_ins-6.dat,3,20,WLP,breadth,noOB,med2,1,46,16.0874,107997,0.0020373,14.0413,1.16883,7895,2,31,18.8665,2628,54,1266,0.0061822,0.014335,15.6523,0.001054,0.278492,0.0016954,0.239595
Kirlik14-ILP_p-3_n-20_m-10_ins-6.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,46,13.7086,97638,0.0018683,11.9849,0.929614,6471,2,31,19.1956,2043,55,1138,0.007718,0.0139468,13.3071,0.0009587,0.249574,0.0015326,0.223711
Kirlik14-ILP_p-3_n-20_m-10_ins-7.dat,3,20,WLP,breadth,noOB,med2,1,33,79.3413,536233,0.0020009,70.7526,5.17401,21537,6,33,17.5499,4521,59,6189,0.0327454,0.0714791,77.6719,0.0037132,1.07591,0.0070689,0.937747
Kirlik14-ILP_p-3_n-20_m-10_ins-7.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,33,83.1321,562438,0.0018639,74.0455,5.45221,22837,5,37,18.5372,4821,75,6523,0.0362,0.0771506,81.3793,0.0040787,1.11175,0.0078656,0.99516
Kirlik14-ILP_p-3_n-20_m-10_ins-8.dat,3,20,WLP,breadth,noOB,med2,1,104,53.272,344518,0.0020269,46.1684,4.03185,22639,4,30,18.2905,6334,189,4797,0.0708043,0.063456,51.6605,0.0036835,0.988594,0.0064894,0.859295
Kirlik14-ILP_p-3_n-20_m-10_ins-8.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,104,42.5139,274512,0.00329,36.8282,3.3438,15471,3,36,20.746,3900,170,3666,0.0572264,0.0513107,41.2626,0.0026922,0.777534,0.0048888,0.702878
Kirlik14-ILP_p-3_n-20_m-10_ins-9.dat,3,20,WLP,breadth,noOB,med2,1,13,17.5039,120990,0.0022599,15.4348,1.17067,6231,4,28,15.3662,1745,26,1345,0.0047818,0.0169402,17.0561,0.0010479,0.291358,0.0018129,0.258152
Kirlik14-ILP_p-3_n-20_m-10_ins-9.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,13,17.1509,117187,0.0034548,15.1125,1.15606,5935,3,29,15.5583,1644,25,1299,0.004877,0.016681,16.7137,0.0010391,0.282912,0.0017308,0.254728
Kirlik14-ILP_p-3_n-30_m-15_ins-1.dat,3,30,WLP,breadth,noOB,med2,1,83,621.777,3241498,0.0035355,563.136,34.5575,106361,5,43,20.9956,28596,161,24424,0.279097,0.534668,610.526,0.0205367,7.11002,0.0442542,6.18252
Kirlik14-ILP_p-3_n-30_m-15_ins-1.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,83,621.944,3215576,0.0044413,566.711,32.6338,107347,5,46,21.464,28825,177,24672,0.273912,0.495675,611.433,0.0187608,6.56074,0.040792,5.80424
Kirlik14-ILP_p-3_n-30_m-15_ins-10.dat,3,30,WLP,breadth,noOB,med2,1,30,63.4915,372737,0.0019794,56.3946,3.74057,19391,4,37,20.3008,4505,67,5124,0.0424329,0.0649717,61.993,0.0033012,0.955623,0.0062161,0.838392
Kirlik14-ILP_p-3_n-30_m-15_ins-10.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,30,56.4898,360775,0.0040553,49.8292,3.6539,17673,4,39,20.7649,3966,62,4809,0.0244316,0.0596782,55.1346,0.0028954,0.880481,0.004957,0.782807
Kirlik14-ILP_p-3_n-30_m-15_ins-2.dat,3,30,WLP,breadth,noOB,med2,1,34,40.2628,244395,0.0020222,35.714,2.43069,12565,4,38,20.5203,4130,51,2102,0.0163226,0.0404004,39.2572,0.0018889,0.656535,0.0032205,0.574876
Kirlik14-ILP_p-3_n-30_m-15_ins-2.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,34,36.9111,244210,0.0023631,32.4362,2.45245,11687,4,41,21.1123,3703,48,2093,0.0144253,0.0395957,35.9428,0.0018185,0.636817,0.002978,0.567506
Kirlik14-ILP_p-3_n-30_m-15_ins-3.dat,3,30,WLP,breadth,noOB,med2,0,85,3600.11,11987140,0.0090193,3388.24,131.65,250778,6,24,19.9111,52970,120,62463,1.48632,2.01114,3559.64,0.0538385,25.6877,0.768023,22.4446
Kirlik14-ILP_p-3_n-30_m-15_ins-3.dat,3,30,WLP,breadth,noOB,mofvRevisited2,0,89,3600.05,12153647,0.0174312,3379.48,137.697,256011,2,29,23.7475,53296,145,66477,1.8808,2.09445,3558.46,0.0551766,25.4165,1.36601,22.6033
Kirlik14-ILP_p-3_n-30_m-15_ins-4.dat,3,30,WLP,breadth,noOB,med2,1,223,916.671,4447961,0.0101203,830.363,53.0956,142643,5,44,22.1929,41587,451,29284,0.755924,0.782043,900.092,0.0266078,10.266,0.0536514,8.85423
Kirlik14-ILP_p-3_n-30_m-15_ins-4.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,223,855.688,4425699,0.0064871,777.919,46.014,134899,5,46,23.1143,38112,433,28905,0.706117,0.763554,839.782,0.0242922,9.80803,0.0503119,8.71459
Kirlik14-ILP_p-3_n-30_m-15_ins-5.dat,3,30,WLP,breadth,noOB,med2,1,128,372.083,2194410,0.0051336,333.219,22.2898,81303,5,42,21.831,26985,334,13333,0.242147,0.353842,364.069,0.01409,4.9874,0.0271133,4.34291
Kirlik14-ILP_p-3_n-30_m-15_ins-5.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,128,387.815,2102861,0.0043293,350.963,21.1503,75569,4,44,22.8617,25004,336,12445,0.201893,0.344758,380.193,0.0128977,4.75681,0.0255439,4.21398
Kirlik14-ILP_p-3_n-30_m-15_ins-6.dat,3,30,WLP,breadth,noOB,med2,1,34,222.631,1366924,0.0020325,199.235,13.7432,45225,6,41,21.111,13055,80,9478,0.0765615,0.212686,217.963,0.0077458,2.97622,0.0155795,2.60011
Kirlik14-ILP_p-3_n-30_m-15_ins-6.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,34,222.005,1369882,0.0027064,197.922,14.507,44089,5,42,21.2321,12496,90,9459,0.0776783,0.213721,217.37,0.0075331,2.9658,0.0155937,2.63677
Kirlik14-ILP_p-3_n-30_m-15_ins-7.dat,3,30,WLP,breadth,noOB,med2,1,43,269.393,1565372,0.0020504,243.275,15.7113,45659,5,43,20.9559,12290,136,10404,0.0680704,0.237868,264.392,0.0078852,3.19617,0.0162408,2.79759
Kirlik14-ILP_p-3_n-30_m-15_ins-7.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,43,286.781,1725623,0.0037471,257.376,18.038,49711,5,44,21.1865,13034,147,11675,0.0766227,0.262373,281.336,0.0086675,3.46388,0.018364,3.0802
Kirlik14-ILP_p-3_n-30_m-15_ins-8.dat,3,30,WLP,breadth,noOB,med2,0,97,3600.05,10177080,0.0070213,3411.55,114.798,248402,6,24,19.8898,48255,138,66301,1.78796,1.70214,3563,0.0533141,22.6877,1.19397,19.7905
Kirlik14-ILP_p-3_n-30_m-15_ins-8.dat,3,30,WLP,breadth,noOB,mofvRevisited2,0,120,3600.06,11331118,0.0243189,3396.1,123.111,296954,6,29,22.3991,62654,214,79920,2.49195,1.88029,3560.06,0.0638651,24.2331,0.477534,21.5043
Kirlik14-ILP_p-3_n-30_m-15_ins-9.dat,3,30,WLP,breadth,noOB,med2,1,54,170.095,1054352,0.0087944,149.957,10.7024,55599,5,40,21.6676,19582,188,8030,0.0944429,0.172766,165.562,0.0085599,2.78971,0.0165259,2.43208
Kirlik14-ILP_p-3_n-30_m-15_ins-9.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,54,168.355,991283,0.0021511,149.925,9.74368,50089,5,41,22.3596,17374,176,7495,0.0967945,0.162938,164.191,0.0081676,2.56436,0.0152224,2.27268
Kirlik14-ILP_p-4_n-20_m-10_ins-1.dat,4,20,WLP,breadth,noOB,med2,1,239,254.454,1319899,0.0020523,189.838,52.9024,43445,6,35,19.3918,12985,472,8266,0.57387,0.201954,246.623,0.0075017,4.7766,0.0158892,4.4947
Kirlik14-ILP_p-4_n-20_m-10_ins-1.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,239,205.515,1079828,0.0021862,151.265,44.7601,32607,4,35,20.2133,9522,442,6340,0.433247,0.169253,199.066,0.0055557,4.01992,0.0118023,3.80679
Kirlik14-ILP_p-4_n-20_m-10_ins-2.dat,4,20,WLP,breadth,noOB,med2,1,57,19.761,102847,0.0054024,14.7348,3.90518,5733,4,28,17.6718,2227,101,539,0.0113313,0.0143586,19.0191,0.0007969,0.482557,0.0013917,0.454559
Kirlik14-ILP_p-4_n-20_m-10_ins-2.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,57,18.1729,95176,0.0032831,13.5237,3.64318,5015,3,29,18.1958,1943,89,476,0.010837,0.0131474,17.5065,0.0007341,0.429996,0.0012781,0.406691
Kirlik14-ILP_p-4_n-20_m-10_ins-3.dat,4,20,WLP,breadth,noOB,med2,1,49,10.5769,63209,0.0020188,8.00122,1.85633,4839,2,27,17.3298,1971,93,356,0.0063785,0.0099321,10.1306,0.0006076,0.281911,0.0010709,0.263278
Kirlik14-ILP_p-4_n-20_m-10_ins-3.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,49,9.26254,50316,0.0023714,7.06006,1.65675,3209,2,28,19.1483,1248,80,277,0.0042082,0.0080257,8.91515,0.0004283,0.223423,0.0007295,0.210379
Kirlik14-ILP_p-4_n-20_m-10_ins-4.dat,4,20,WLP,breadth,noOB,med2,1,438,463.437,2326930,0.0021015,348.015,93.6027,76159,6,35,19.4446,22134,770,15176,1.8757,0.42294,448.543,0.0137744,8.5568,0.0280856,8.04165
Kirlik14-ILP_p-4_n-20_m-10_ins-4.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,438,410.684,2056535,0.0045296,310.718,81.2063,63993,6,37,21.1327,18086,720,13191,1.58031,0.371944,397.944,0.0114062,7.34643,0.024454,6.93784
Kirlik14-ILP_p-4_n-20_m-10_ins-5.dat,4,20,WLP,breadth,noOB,med2,1,601,481.61,2326711,0.0086325,359.767,99.6848,71617,5,35,20.7523,23963,1112,10734,2.11802,0.511146,466.241,0.013327,8.61609,0.0273751,8.09086
Kirlik14-ILP_p-4_n-20_m-10_ins-5.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,601,493.295,2386304,0.0051344,365.236,105.526,66281,3,41,22.1166,21466,1194,10481,2.21938,0.554915,477.479,0.0128859,8.85516,0.0250677,8.37359
Kirlik14-ILP_p-4_n-20_m-10_ins-6.dat,4,20,WLP,breadth,noOB,med2,1,567,389.538,1889492,0.0066839,295.122,73.2905,84799,3,31,20.782,28341,1063,12996,2.64459,0.520505,374.792,0.0148927,7.71478,0.0295583,7.22445
Kirlik14-ILP_p-4_n-20_m-10_ins-6.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,567,315.48,1606486,0.00469,231.077,67.3247,58105,2,37,23.5486,18742,929,9382,1.92665,0.415405,303.336,0.0105975,6.6651,0.0208819,6.29866
Kirlik14-ILP_p-4_n-20_m-10_ins-7.dat,4,20,WLP,breadth,noOB,med2,1,312,1181.75,5115528,0.0072105,899.289,240.708,108461,5,36,19.9968,26167,478,27586,2.53687,0.725131,1153.33,0.0205892,17.5898,0.0472344,16.5844
Kirlik14-ILP_p-4_n-20_m-10_ins-7.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,312,1453.39,6138101,0.0122218,1076.66,327.183,104053,5,39,20.9258,25783,595,25649,2.41337,0.890901,1419.14,0.021121,21.59,0.0566838,20.4611
Kirlik14-ILP_p-4_n-20_m-10_ins-8.dat,4,20,WLP,breadth,noOB,med2,1,243,416.457,2035228,0.0083299,315.444,82.4064,67841,4,35,20.4315,22504,624,10793,1.14144,0.297878,403.881,0.0119164,7.60995,0.0247076,7.16028
Kirlik14-ILP_p-4_n-20_m-10_ins-8.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,243,366.625,1804296,0.0045998,274.311,76.3699,53427,4,36,21.6956,17689,596,8429,0.81576,0.259815,355.87,0.0094522,6.64391,0.0198421,6.28276
Kirlik14-ILP_p-4_n-20_m-10_ins-9.dat,4,20,WLP,breadth,noOB,med2,1,174,58.0386,301783,0.0021831,43.607,11.1108,17383,2,29,18.7999,6515,92,2085,0.0777262,0.0509463,55.8549,0.0024823,1.36046,0.0051268,1.2747
Kirlik14-ILP_p-4_n-20_m-10_ins-9.dat,4,20,WLP,breadth,noOB,mofvRevisited2,1,174,51.3155,262448,0.0035046,38.351,10.277,11697,2,32,19.8752,4355,163,1331,0.0540618,0.0436079,49.4967,0.0018372,1.16082,0.0036786,1.09797
Kirlik14-KP_p-3_n-10_ins-1.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,7,0.0827005,574,0.0219347,0.0520238,0.0022052,65,3,9,5.78788,8,8,17,3.26e-05,0.00011,0.0789165,1.38e-05,0.0002544,7.4e-06,0
Kirlik14-KP_p-3_n-10_ins-1.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,7,0.0701035,453,0.000479,0.0564773,0.0035235,65,3,9,5.78788,8,8,17,4.4e-05,0.0001057,0.0631381,9.4e-06,0.001206,1.2e-05,0.0010249
Kirlik14-KP_p-3_n-10_ins-10.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,6,0.121162,675,0.0309337,0.0776891,0.0034087,87,3,8,6.11364,12,17,15,3.76e-05,0.0001444,0.116059,2.37e-05,0.0004322,1.3e-05,0
Kirlik14-KP_p-3_n-10_ins-10.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,6,0.0827453,494,0.0004876,0.0687967,0.004106,87,3,8,6.11364,12,17,15,4.52e-05,0.0001462,0.0772224,1.5e-05,0.0014608,2.89e-05,0.0012232
Kirlik14-KP_p-3_n-10_ins-2.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,19,0.241542,1729,0.0625053,0.157162,0.0066922,205,3,10,7.35922,36,36,31,0.0001912,0.0004949,0.23493,4.93e-05,0.0009104,4.09e-05,0
Kirlik14-KP_p-3_n-10_ins-2.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,19,0.248378,1235,0.0009046,0.208963,0.0149314,205,3,10,7.35922,36,36,31,0.0003157,0.0005244,0.236413,6.99e-05,0.0057028,7.15e-05,0.0048546
Kirlik14-KP_p-3_n-10_ins-3.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,8,0.116708,860,0.0337172,0.0691772,0.0025265,117,3,9,6.49153,23,15,21,4.73e-05,0.0001607,0.109432,2.13e-05,0.0004285,1.85e-05,0
Kirlik14-KP_p-3_n-10_ins-3.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,8,0.0995866,687,0.0008061,0.0829079,0.0051763,117,3,9,6.49153,23,15,21,5.7e-05,0.0001748,0.0926357,1.6e-05,0.0018357,3.96e-05,0.0015463
Kirlik14-KP_p-3_n-10_ins-4.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,5,0.048592,341,0.0156728,0.026051,0.0008547,45,2,8,5.13043,3,5,15,1.67e-05,6.23e-05,0.0440487,7.2e-06,0.0001397,5.5e-06,0
Kirlik14-KP_p-3_n-10_ins-4.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,5,0.04723,299,0.0004784,0.0351678,0.0019188,45,2,8,5.13043,3,5,15,1.99e-05,7.42e-05,0.03919,7.3e-06,0.0006017,6.2e-06,0.0004995
Kirlik14-KP_p-3_n-10_ins-5.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,25,0.288998,2318,0.06702,0.197615,0.0088134,253,4,10,7.70079,59,49,19,0.0001189,0.0007071,0.282514,4.74e-05,0.0009026,3.98e-05,0
Kirlik14-KP_p-3_n-10_ins-5.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,25,0.226808,1576,0.0004852,0.188589,0.0143934,253,4,10,7.70079,59,49,19,0.0001294,0.0005526,0.212244,4.66e-05,0.0056018,6.95e-05,0.0049549
Kirlik14-KP_p-3_n-10_ins-6.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,7,0.207655,762,0.0719548,0.116319,0.0037712,105,4,8,6.18868,10,16,27,0.0001084,0.0002593,0.199814,4.44e-05,0.0008254,3.05e-05,0
Kirlik14-KP_p-3_n-10_ins-6.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,7,0.0932124,577,0.0008711,0.0757317,0.0046174,105,4,8,6.18868,10,16,27,6.07e-05,0.0001724,0.0854923,1.94e-05,0.0016502,2.48e-05,0.0013785
Kirlik14-KP_p-3_n-10_ins-7.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,5,0.161059,919,0.0401959,0.105783,0.004271,93,4,10,6.29787,12,14,21,6.55e-05,0.000236,0.156176,3.36e-05,0.0005309,1.75e-05,0
Kirlik14-KP_p-3_n-10_ins-7.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,5,0.12278,732,0.00052,0.104215,0.0068955,93,4,10,6.29787,12,14,21,6.32e-05,0.0001681,0.116544,2.16e-05,0.0020665,2.69e-05,0.0017596
Kirlik14-KP_p-3_n-10_ins-8.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,7,0.178438,1203,0.0406428,0.122633,0.0046569,119,4,10,6.78333,12,16,32,5.93e-05,0.00016,0.173127,2.91e-05,0.000453,1.77e-05,0
Kirlik14-KP_p-3_n-10_ins-8.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,7,0.12973,853,0.0004768,0.110578,0.0075089,119,4,10,6.78333,12,16,32,5.87e-05,0.0001644,0.123289,1.98e-05,0.0023539,3.3e-05,0.00206
Kirlik14-KP_p-3_n-10_ins-9.dat,3,10,LP,breadth,noOB,mofvRevisited2,1,9,0.21876,1620,0.0595319,0.139698,0.0059092,187,4,9,6.98936,18,17,59,0.0001262,0.0002465,0.212216,3.94e-05,0.0006894,2.73e-05,0
Kirlik14-KP_p-3_n-10_ins-9.dat,3,10,WLP,breadth,noOB,mofvRevisited2,1,9,0.165202,1180,0.0005071,0.138382,0.0091894,187,4,9,6.98936,18,17,59,0.0001195,0.0002201,0.154311,3.12e-05,0.0035495,4.46e-05,0.0029514
Kirlik14-KP_p-3_n-20_ins-1.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,35,3.9138,33958,0.608041,3.0188,0.144166,1957,7,17,11.1716,28,166,785,0.001227,0.0037335,3.88033,0.0002639,0.0063923,0.0002268,0
Kirlik14-KP_p-3_n-20_ins-1.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,35,2.80783,22569,0.0004979,2.45019,0.182707,1957,7,17,11.1716,28,166,785,0.0015283,0.0038879,2.73214,0.0002706,0.0464897,0.0003384,0.041413
Kirlik14-KP_p-3_n-20_ins-10.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,22,1.43587,11936,0.208573,1.12225,0.0521331,641,5,19,10.5888,6,87,228,0.0004324,0.0014933,1.42238,9.81e-05,0.0022551,6.82e-05,0
Kirlik14-KP_p-3_n-20_ins-10.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,22,1.22867,8285,0.0005402,1.07548,0.0831642,641,5,19,10.5888,6,87,228,0.0007802,0.0015557,1.19801,0.0001052,0.0182583,0.0001285,0.0164364
Kirlik14-KP_p-3_n-20_ins-2.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,35,4.9766,38121,0.621506,4.01839,0.185283,1633,7,20,10.9315,13,114,690,0.0014433,0.0041303,4.93971,0.0002519,0.0065768,0.0002189,0
Kirlik14-KP_p-3_n-20_ins-2.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,35,3.07404,24298,0.0005059,2.68477,0.212564,1633,7,20,10.9315,13,114,690,0.0014029,0.0041847,2.99108,0.0002284,0.0540715,0.0003117,0.0488654
Kirlik14-KP_p-3_n-20_ins-3.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,43,2.05983,17221,0.438894,1.44658,0.0834732,1417,6,19,10.5374,54,139,516,0.0008718,0.0023817,2.03752,0.0002182,0.0043518,0.0001595,0
Kirlik14-KP_p-3_n-20_ins-3.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,43,1.6457,13311,0.0004918,1.43719,0.0949089,1417,6,19,10.5374,54,139,516,0.0011004,0.0024174,1.60124,0.0001999,0.0260698,0.0002364,0.0227657
Kirlik14-KP_p-3_n-20_ins-4.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,28,4.77406,39082,0.590325,3.83483,0.192553,1815,7,20,11.8326,12,314,582,0.0017059,0.0046932,4.73529,0.0002774,0.0068177,0.0002115,0
Kirlik14-KP_p-3_n-20_ins-4.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,28,3.25054,25835,0.0005116,2.83932,0.223591,1815,7,20,11.8326,12,314,582,0.0019815,0.0046988,3.16413,0.0002426,0.0542615,0.0003311,0.0489688
Kirlik14-KP_p-3_n-20_ins-5.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,62,11.2427,98587,1.22828,9.1916,0.475676,3999,7,20,12.7315,103,495,1402,0.0042212,0.0109258,11.1566,0.0005711,0.0158741,0.0005248,0
Kirlik14-KP_p-3_n-20_ins-5.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,62,7.69696,62263,0.0005479,6.71378,0.549628,3999,7,20,12.7315,103,495,1402,0.0054991,0.0111284,7.49085,0.0005282,0.130281,0.0007933,0.117563
Kirlik14-KP_p-3_n-20_ins-6.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,63,5.44924,47521,0.781981,4.26248,0.211812,2523,7,20,11.3138,40,272,950,0.0033817,0.0060086,5.40061,0.0003529,0.0087763,0.0002886,0
Kirlik14-KP_p-3_n-20_ins-6.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,63,4.23227,33171,0.0004945,3.7125,0.27369,2523,7,20,11.3138,40,272,950,0.0040689,0.0064815,4.1224,0.0003511,0.0687384,0.0004519,0.0619378
Kirlik14-KP_p-3_n-20_ins-7.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,31,4.96952,43125,0.538219,4.06845,0.208428,1713,5,20,11.4936,16,168,673,0.0013518,0.0044909,4.92878,0.00025,0.0068158,0.0002059,0
Kirlik14-KP_p-3_n-20_ins-7.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,31,3.48915,27971,0.00072,3.05231,0.243746,1713,5,20,11.4936,16,168,673,0.0016746,0.0045989,3.39792,0.0002283,0.0589347,0.0003413,0.0535286
Kirlik14-KP_p-3_n-20_ins-8.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,30,3.55658,30228,0.529408,2.76233,0.138307,1669,7,18,10.8251,18,192,625,0.0011764,0.0035507,3.52556,0.0002497,0.0056926,0.0001943,0
Kirlik14-KP_p-3_n-20_ins-8.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,30,2.7171,21142,0.0005045,2.39121,0.168866,1669,7,18,10.8251,18,192,625,0.0014915,0.0036113,2.64983,0.0002057,0.0414823,0.000292,0.0371621
Kirlik14-KP_p-3_n-20_ins-9.dat,3,20,LP,breadth,noOB,mofvRevisited2,1,31,2.07639,17637,0.400375,1.51863,0.0669669,1307,6,15,10.0229,57,122,475,0.0011522,0.002434,2.05251,0.0001824,0.0041211,0.0001543,0
Kirlik14-KP_p-3_n-20_ins-9.dat,3,20,WLP,breadth,noOB,mofvRevisited2,1,31,1.49276,11702,0.0005954,1.28178,0.0933832,1307,6,15,10.0229,57,122,475,0.0012396,0.0024161,1.43804,0.0001777,0.0315244,0.0002099,0.0279854
Kirlik14-KP_p-3_n-30_ins-1.dat,3,30,LP,breadth,noOB,mofvRevisited2,1,88,50.4079,419088,4.07304,42.3223,2.36264,12143,9,30,15.7297,92,1372,4608,0.0271527,0.0552803,50.0389,0.0020056,0.0650542,0.001686,0
Kirlik14-KP_p-3_n-30_ins-1.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,88,33.7431,264325,0.0007248,29.4271,2.42106,12143,9,30,15.7297,92,1372,4608,0.0350814,0.0569354,32.9143,0.001839,0.518034,0.0028462,0.463761
Kirlik14-KP_p-3_n-30_ins-10.dat,3,30,LP,breadth,noOB,mofvRevisited2,1,95,26.4103,189198,3.63773,20.9229,0.906926,8859,8,29,14.1709,32,697,3701,0.0192531,0.0267988,26.2174,0.0013032,0.0350365,0.0013118,0
Kirlik14-KP_p-3_n-30_ins-10.dat,3,30,WLP,breadth,noOB,mofvRevisited2,1,95,19.5836,136866,0.00052,17.4742,1.06251,8859,8,29,14.1709,32,697,3701,0.020772,0.0273871,19.2123,0.001156,0.214423,0.0016992,0.187503
Kirlik14-KP_p-3_n-30_ins-2.dat,3,30,LP,breadth,noOB,mofvRevisited2,1,196,174.154,1202718,11.2754,147.5,10.5848,30269,8,30,15.7032,49,2647,12439,0.188052,0.168918,172.933,0.0057275,0.195291,0.0055582,0
